date,symbol,open,high,low,close,volume,adjusted_close
2024-08-22,SPY,103.3934,103.8597,103.0832,103.549,872473,103.549
2024-08-23,SPY,103.4571,103.9193,103.1467,103.6085,880392,103.6085
2024-08-26,SPY,103.5141,103.9718,103.2036,103.6608,888311,103.6608
2024-08-27,SPY,103.5643,104.0169,103.2536,103.7058,896230,103.7058
2024-08-28,SPY,103.6073,104.0544,103.2965,103.7431,904149,103.7431
2024-08-29,SPY,103.6431,104.084,103.3321,103.7727,912068,103.7727
2024-08-30,SPY,103.6713,104.1059,103.3603,103.7945,919987,103.7945
2024-09-02,SPY,103.6921,104.1198,103.381,103.8084,927906,103.8084
2024-09-03,SPY,103.7052,104.1258,103.3941,103.8144,935825,103.8144
2024-09-04,SPY,103.7107,104.124,103.3996,103.8126,943744,103.8126
2024-09-05,SPY,103.7088,104.1145,103.3976,103.8031,951663,103.8031
2024-09-06,SPY,103.6994,104.0974,103.3883,103.786,959582,103.786
2024-09-09,SPY,103.6828,104.0729,103.3717,103.7616,967501,103.7616
2024-09-10,SPY,103.6591,104.0414,103.3481,103.7302,975420,103.7302
2024-09-11,SPY,103.6286,104.003,103.3178,103.6919,983339,103.6919
2024-09-12,SPY,103.5917,103.9582,103.2809,103.6473,991258,103.6473
2024-09-13,SPY,103.5487,103.9074,103.238,103.5966,999177,103.5966
2024-09-16,SPY,103.4998,103.851,103.1893,103.5403,1007096,103.5403
2024-09-17,SPY,103.4457,103.7894,103.1354,103.4789,1015015,103.4789
2024-09-18,SPY,103.3867,103.7232,103.0765,103.4129,1022934,103.4129
2024-09-19,SPY,103.3233,103.6528,103.0133,103.3428,1030853,103.3428
2024-09-20,SPY,103.2561,103.579,102.9463,103.2692,1038772,103.2692
2024-09-23,SPY,103.1856,103.5021,102.876,103.1926,1046691,103.1926
2024-09-24,SPY,103.1123,103.4229,102.803,103.1136,804610,103.1136
2024-09-25,SPY,103.037,103.3461,102.7238,103.0329,812529,103.0329
2024-09-26,SPY,102.9601,103.269,102.6423,102.9511,820448,102.9511
2024-09-27,SPY,102.8823,103.1909,102.5603,102.8689,828367,102.8689
2024-09-30,SPY,102.8042,103.1126,102.4784,102.7868,836286,102.7868
2024-10-01,SPY,102.7265,103.0347,102.3974,102.7055,844205,102.7055
2024-10-02,SPY,102.6497,102.9577,102.3178,102.6257,852124,102.6257
2024-10-03,SPY,102.5745,102.8823,102.2403,102.5479,860043,102.5479
2024-10-04,SPY,102.5016,102.8091,102.1654,102.4728,867962,102.4728
2024-10-07,SPY,102.4314,102.7387,102.0938,102.401,875881,102.401
2024-10-08,SPY,102.3646,102.6717,102.026,102.333,883800,102.333
2024-10-09,SPY,102.3017,102.6086,101.9626,102.2694,891719,102.2694
2024-10-10,SPY,102.2433,102.55,101.9041,102.2107,899638,102.2107
2024-10-11,SPY,102.1898,102.4964,101.8509,102.1574,907557,102.1574
2024-10-14,SPY,102.1418,102.4482,101.8036,102.1099,915476,102.1099
2024-10-15,SPY,102.0996,102.4059,101.7625,102.0687,923395,102.0687
2024-10-16,SPY,102.0637,102.3699,101.7279,102.034,931314,102.034
2024-10-17,SPY,102.0345,102.3406,101.7003,102.0063,939233,102.0063
2024-10-18,SPY,102.0121,102.3182,101.6799,101.9858,947152,101.9858
2024-10-21,SPY,101.997,102.303,101.6669,101.9728,955071,101.9728
2024-10-22,SPY,101.9893,102.2953,101.6615,101.9674,962990,101.9674
2024-10-23,SPY,101.9892,102.2951,101.6639,101.9698,970909,101.9698
2024-10-24,SPY,101.9968,102.3028,101.6741,101.98,978828,101.98
2024-10-25,SPY,102.0121,102.3182,101.6922,101.9982,986747,101.9982
2024-10-28,SPY,102.0353,102.3414,101.7181,102.0241,994666,102.0241
2024-10-29,SPY,102.0663,102.3725,101.7517,102.0579,1002585,102.0579
2024-10-30,SPY,102.1049,102.4112,101.7931,102.0994,1010504,102.0994
2024-10-31,SPY,102.151,102.4575,101.8418,102.1483,1018423,102.1483
2024-11-01,SPY,102.2046,102.5112,101.8979,102.2045,1026342,102.2045
2024-11-04,SPY,102.2652,102.5745,101.9584,102.2677,1034261,102.2677
2024-11-05,SPY,102.3327,102.6446,102.0257,102.3376,1042180,102.3376
2024-11-06,SPY,102.4067,102.7211,102.0995,102.4138,800099,102.4138
2024-11-07,SPY,102.4868,102.8034,102.1794,102.496,808018,102.496
2024-11-08,SPY,102.5727,102.8913,102.265,102.5836,815937,102.5836
2024-11-11,SPY,102.6639,102.9842,102.3559,102.6762,823856,102.6762
2024-11-12,SPY,102.7598,103.0816,102.4515,102.7733,831775,102.7733
2024-11-13,SPY,102.86,103.183,102.5514,102.8744,839694,102.8744
2024-11-14,SPY,102.964,103.2878,102.6551,102.9788,847613,102.9788
2024-11-15,SPY,103.071,103.3953,102.7618,103.0861,855532,103.0861
2024-11-18,SPY,103.1807,103.5051,102.8711,103.1955,863451,103.1955
2024-11-19,SPY,103.2923,103.6165,102.9824,103.3066,871370,103.3066
2024-11-20,SPY,103.4051,103.7288,103.0949,103.4185,879289,103.4185
2024-11-21,SPY,103.5187,103.8414,103.2081,103.5308,887208,103.5308
2024-11-22,SPY,103.6323,103.9537,103.3214,103.6427,895127,103.6427
2024-11-25,SPY,103.7453,104.065,103.434,103.7537,903046,103.7537
2024-11-26,SPY,103.857,104.1746,103.5454,103.8631,910965,103.8631
2024-11-27,SPY,103.9668,104.2821,103.6549,103.9702,918884,103.9702
2024-11-28,SPY,104.0742,104.3867,103.7619,104.0745,926803,104.0745
2024-11-29,SPY,104.1784,104.4909,103.8629,104.1754,934722,104.1754
2024-12-02,SPY,104.2789,104.5917,103.9595,104.2723,942641,104.2723
2024-12-03,SPY,104.3751,104.6882,104.0517,104.3648,950560,104.3648
2024-12-04,SPY,104.4665,104.7799,104.1388,104.4521,958479,104.4521
2024-12-05,SPY,104.5526,104.8663,104.2204,104.534,966398,104.534
2024-12-06,SPY,104.633,104.9469,104.2961,104.61,974317,104.61
2024-12-09,SPY,104.7071,105.0212,104.3655,104.6796,982236,104.6796
2024-12-10,SPY,104.7746,105.0889,104.4282,104.7425,990155,104.7425
2024-12-11,SPY,104.8351,105.1496,104.484,104.7984,998074,104.7984
2024-12-12,SPY,104.8883,105.203,104.5324,104.847,1005993,104.847
2024-12-13,SPY,104.934,105.2488,104.5734,104.8881,1013912,104.8881
2024-12-16,SPY,104.9719,105.2869,104.6067,104.9215,1021831,104.9215
2024-12-17,SPY,105.002,105.317,104.6323,104.9471,1029750,104.9471
2024-12-18,SPY,105.024,105.339,104.65,104.9649,1037669,104.9649
2024-12-19,SPY,105.0379,105.353,104.6599,104.9748,1045588,104.9748
2024-12-20,SPY,105.0437,105.3588,104.6619,104.9768,803507,104.9768
2024-12-23,SPY,105.0415,105.3566,104.6562,104.9711,811426,104.9711
2024-12-24,SPY,105.0313,105.3464,104.6429,104.9577,819345,104.9577
2024-12-25,SPY,105.0133,105.3284,104.6221,104.9369,827264,104.9369
2024-12-26,SPY,104.9878,105.3027,104.5942,104.9089,835183,104.9089
2024-12-27,SPY,104.9548,105.2697,104.5594,104.874,843102,104.874
2024-12-30,SPY,104.9149,105.2296,104.518,104.8325,851021,104.8325
2024-12-31,SPY,104.8682,105.1828,104.4703,104.7847,858940,104.7847
2025-01-01,SPY,104.8152,105.1296,104.4169,104.7311,866859,104.7311
2025-01-02,SPY,104.7563,105.0705,104.3582,104.6722,874778,104.6722
2025-01-03,SPY,104.6919,105.006,104.2946,104.6084,882697,104.6084
2025-01-06,SPY,104.6227,104.9366,104.2266,104.5402,890616,104.5402
2025-01-07,SPY,104.549,104.8627,104.1548,104.4682,898535,104.4682
2025-01-08,SPY,104.4716,104.785,104.0798,104.393,906454,104.393
2025-01-09,SPY,104.3908,104.704,104.0022,104.3151,914373,104.3151
2025-01-10,SPY,104.3075,104.6204,103.9225,104.2352,922292,104.2352
2024-01-02,S001,101.7995,102.1889,101.4635,101.8427,907229,101.8427
2024-01-03,S001,101.9395,102.3487,101.6031,102.0019,915148,102.0019
2024-01-04,S001,102.095,102.5053,101.7581,102.1579,923067,102.1579
2024-01-05,S001,102.2463,102.6568,101.9088,102.309,930986,102.309
2024-01-08,S001,102.3916,102.8019,102.0537,102.4536,938905,102.4536
2024-01-09,S001,102.5295,102.939,102.1911,102.5902,946824,102.5902
2024-01-10,S001,102.6585,103.0668,102.3198,102.7175,954743,102.7175
2024-01-11,S001,102.7775,103.1839,102.4383,102.8343,962662,102.8343
2024-01-12,S001,102.8852,103.2892,102.5457,102.9392,970581,102.9392
2024-01-15,S001,102.9806,103.3818,102.6407,103.0315,978500,103.0315
2024-01-16,S001,103.0627,103.4606,102.7226,103.1101,986419,103.1101
2024-01-17,S001,103.1308,103.5251,102.7905,103.1743,994338,103.1743
2024-01-18,S001,103.1843,103.5747,102.8438,103.2237,1002257,103.2237
2024-01-19,S001,103.2229,103.609,102.8823,103.2579,1010176,103.2579
2024-01-22,S001,103.2462,103.6278,102.9055,103.2767,1018095,103.2767
2024-01-23,S001,103.2543,103.6312,102.9135,103.28,1026014,103.28
2024-01-24,S001,103.2472,103.6192,102.9064,103.2681,1033933,103.2681
2024-01-25,S001,103.2252,103.5924,102.8845,103.2414,1041852,103.2414
2024-01-26,S001,103.1888,103.5511,102.8482,103.2002,1049771,103.2002
2024-01-29,S001,103.1386,103.4961,102.7982,103.1454,807690,103.1454
2024-01-30,S001,103.0755,103.4282,102.7353,103.0778,815609,103.0778
2024-01-31,S001,103.0003,103.3505,102.6584,102.9983,823528,102.9983
2024-02-01,S001,102.9142,103.2641,102.5686,102.9082,831447,102.9082
2024-02-02,S001,102.8184,103.168,102.4694,102.8087,839366,102.8087
2024-02-05,S001,102.7142,103.0634,102.3622,102.7012,847285,102.7012
2024-02-06,S001,102.603,102.9519,102.2485,102.587,855204,102.587
2024-02-07,S001,102.4864,102.8348,102.1298,102.4679,863123,102.4679
2024-02-08,S001,102.3659,102.7139,102.0077,102.3454,871042,102.3454
2024-02-09,S001,102.2431,102.5907,101.8838,102.2211,878961,102.2211
2024-02-12,S001,102.1196,102.4668,101.7598,102.0967,886880,102.0967
2024-02-13,S001,101.9972,102.344,101.6374,101.9739,894799,101.9739
2024-02-14,S001,101.8775,102.2239,101.5182,101.8543,902718,101.8543
2024-02-15,S001,101.762,102.108,101.4037,101.7395,910637,101.7395
2024-02-16,S001,101.6524,101.998,101.2957,101.6311,918556,101.6311
2024-02-19,S001,101.55,101.8953,101.1955,101.5305,926475,101.5305
2024-02-20,S001,101.4565,101.8014,101.1045,101.4392,934394,101.4392
2024-02-21,S001,101.3729,101.7176,101.024,101.3584,942313,101.3584
2024-02-22,S001,101.3006,101.645,100.9551,101.2894,950232,101.2894
2024-02-23,S001,101.2406,101.5848,100.8989,101.233,958151,101.233
2024-02-26,S001,101.1939,101.5379,100.8562,101.1901,966070,101.1901
2024-02-27,S001,101.1611,101.5056,100.8272,101.1616,973989,101.1616
2024-02-28,S001,101.1429,101.4918,100.8091,101.1479,981908,101.1479
2024-02-29,S001,101.1398,101.4933,100.806,101.1494,989827,101.1494
2024-03-01,S001,101.1519,101.5103,100.8181,101.1664,997746,101.1664
2024-03-04,S001,101.1794,101.5428,100.8456,101.1987,1005665,101.1987
2024-03-05,S001,101.2223,101.5905,100.8882,101.2463,1013584,101.2463
2024-03-06,S001,101.2801,101.6533,100.9459,101.3088,1021503,101.3088
2024-03-07,S001,101.3525,101.7304,101.018,101.3857,1029422,101.3857
2024-03-08,S001,101.4388,101.8214,101.104,101.4764,1037341,101.4764
2024-03-11,S001,101.5383,101.9252,101.2032,101.5799,1045260,101.5799
2024-03-12,S001,101.6499,102.041,101.3145,101.6953,803179,101.6953
2024-03-13,S001,101.7728,102.1676,101.4369,101.8214,811098,101.8214
2024-03-14,S001,101.9055,102.3036,101.5692,101.957,819017,101.957
2024-03-15,S001,102.0468,102.4478,101.71,102.1007,826936,102.1007
2024-03-18,S001,102.1952,102.5987,101.8579,102.2511,834855,102.2511
2024-03-19,S001,102.3492,102.7547,102.0115,102.4065,842774,102.4065
2024-03-20,S001,102.5073,102.9142,102.1691,102.5655,850693,102.5655
2024-03-21,S001,102.6678,103.0756,102.329,102.7264,858612,102.7264
2024-03-22,S001,102.829,103.2372,102.4897,102.8874,866531,102.8874
2024-03-25,S001,102.9893,103.3974,102.6495,103.047,874450,103.047
2024-03-26,S001,103.147,103.5543,102.8066,103.2035,882369,103.2035
2024-03-27,S001,103.3005,103.7066,102.9596,103.3552,890288,103.3552
2024-03-28,S001,103.4481,103.8525,103.1067,103.5006,898207,103.5006
2024-03-29,S001,103.5884,103.9907,103.2465,103.6383,906126,103.6383
2024-04-01,S001,103.7199,104.1196,103.3776,103.7668,914045,103.7668
2024-04-02,S001,103.8413,104.2381,103.4987,103.8849,921964,103.8849
2024-04-03,S001,103.9515,104.3449,103.6084,103.9913,929883,103.9913
2024-04-04,S001,104.0492,104.439,103.7059,104.0851,937802,104.0851
2024-04-05,S001,104.1337,104.5195,103.79,104.1653,945721,104.1653
2024-04-08,S001,104.204,104.5857,103.8601,104.2314,953640,104.2314
2024-04-09,S001,104.2597,104.6371,103.9156,104.2826,961559,104.2826
2024-04-10,S001,104.3002,104.6733,103.956,104.3186,969478,104.3186
2024-04-11,S001,104.3253,104.6939,103.981,104.3392,977397,104.3392
2024-04-12,S001,104.3349,104.6991,103.9906,104.3444,985316,104.3444
2024-04-15,S001,104.3292,104.689,103.9849,104.3343,993235,104.3343
2024-04-16,S001,104.3083,104.6639,103.9641,104.3093,1001154,104.3093
2024-04-17,S001,104.2728,104.6274,103.9257,104.2698,1009073,104.2698
2024-04-18,S001,104.2233,104.5777,103.8727,104.2166,1016992,104.2166
2024-04-19,S001,104.1606,104.5147,103.8067,104.1504,1024911,104.1504
2024-04-22,S001,104.0856,104.4394,103.7289,104.0723,1032830,104.0723
2024-04-23,S001,103.9993,104.3529,103.6403,103.9834,1040749,103.9834
2024-04-24,S001,103.9031,104.2564,103.5421,103.885,1048668,103.885
2024-04-25,S001,103.7982,104.1511,103.4358,103.7783,806587,103.7783
2024-04-26,S001,103.6861,104.0387,103.3228,103.6649,814506,103.6649
2024-04-29,S001,103.5683,103.9205,103.2046,103.5463,822425,103.5463
2024-04-30,S001,103.4464,103.7981,103.0828,103.4241,830344,103.4241
2024-05-01,S001,103.322,103.6733,102.959,103.2999,838263,103.2999
2024-05-02,S001,103.1968,103.5477,102.835,103.1755,846182,103.1755
2024-05-03,S001,103.0724,103.4229,102.7123,103.0524,854101,103.0524
2024-05-06,S001,102.9505,103.3006,102.5926,102.9323,862020,102.9323
2024-05-07,S001,102.8328,103.1824,102.4775,102.8168,869939,102.8168
2024-05-08,S001,102.7208,103.07,102.3686,102.7076,877858,102.7076
2024-05-09,S001,102.616,102.9649,102.2674,102.606,885777,102.606
2024-05-10,S001,102.5199,102.8685,102.1752,102.5135,893696,102.5135
